Date,Time,Petite Frite,Moyenne Frite,Grande Frite,Burger,valeur petite frite,valeur moyenne frite,valeur grande frite,valeur burger,valeur commande
04/06/2020,,0,0,1,0,0,0,4,0,4
04/06/2020,,0,0,0,1,0,0,0,6,6
04/06/2020,,1,0,0,0,2,0,0,0,2
04/06/2020,,0,1,0,1,0,3,0,6,9
04/06/2020,,0,1,0,1,0,3,0,6,9
04/06/2020,,0,0,1,0,0,0,4,0,4
04/06/2020,,1,0,0,0,2,0,0,0,2
11/06/2020,12:00,0,1,0,0,0,3,0,0,3
11/06/2020,12:00,0,1,0,2,0,3,0,12,15
11/06/2020,12:15,0,1,0,2,0,3,0,12,15
11/06/2020,12:20,0,0,0,1,0,0,0,6,6
11/06/2020,12:30,0,0,1,1,0,0,4,6,10
11/06/2020,12:45,0,0,4,0,0,0,16,0,16
11/06/2020,,0,1,0,0,0,3,0,0,3
11/06/2020,,0,1,0,0,0,3,0,0,3
11/06/2020,,0,2,0,2,0,6,0,12,18
11/06/2020,,0,0,1,0,0,0,4,0,4
11/06/2020,,0,0,1,0,0,0,4,0,4
11/06/2020,,0,0,1,0,0,0,4,0,4
11/06/2020,,1,0,0,0,2,0,0,0,2
11/06/2020,,0,0,1,1,0,0,4,6,10
18/06/2020,11:00,0,2,0,0,0,6,0,0,6
18/06/2020,11:45,0,1,0,2,0,3,0,12,15
18/06/2020,12:00,1,0,0,1,2,0,0,6,8
18/06/2020,12:00,0,0,2,2,0,0,8,12,20
18/06/2020,12:15,3,0,0,4,6,0,0,24,30
18/06/2020,12:30,1,0,0,2,2,0,0,12,14
18/06/2020,12:30,1,0,0,1,2,0,0,6,8
18/06/2020,12:45,1,0,0,1,2,0,0,6,8
18/06/2020,,0,2,0,3,0,6,0,18,24
18/06/2020,,0,0,1,0,0,0,4,0,4
18/06/2020,,1,0,0,0,2,0,0,0,2
18/06/2020,,3,0,0,0,6,0,0,0,6
18/06/2020,,0,1,0,0,0,3,0,0,3
29/11/2019,18:55,0,0,3,2,0,0,12,12,24
29/11/2019,19:15,0,1,0,2,0,3,0,12,15
29/11/2019,,0,1,1,3,0,3,4,18,25
29/11/2019,,0,0,3,3,0,0,12,18,30
29/11/2019,,0,0,3,5,0,0,12,30,42
29/11/2019,,0,1,0,0,0,3,0,0,3
29/11/2019,,0,0,2,3,0,0,8,18,26
06/12/2019,,0,2,1,2,0,6,4,12,22
06/12/2019,,0,0,2,2,0,0,8,12,20
06/12/2019,,1,0,2,3,2,0,8,18,28
06/12/2019,,1,1,0,2,2,3,0,12,17
06/12/2019,,1,0,1,3,2,0,4,18,24
06/12/2019,,0,0,2,5,0,0,8,30,38
06/12/2019,,0,0,1,1,0,0,4,6,10
06/12/2019,,0,2,0,2,0,6,0,12,18
13/12/2019,,0,2,0,5,0,6,0,30,36
13/12/2019,,0,0,1,0,0,0,4,0,4
13/12/2019,,1,2,0,5,2,6,0,30,38
13/12/2019,,0,1,2,0,0,3,8,0,11
27/12/2019,,0,1,0,1,0,3,0,6,9
27/12/2019,,0,0,1,1,0,0,4,6,10
27/12/2019,,0,0,1,0,0,0,4,0,4
27/12/2019,,0,1,1,3,0,3,4,18,25
27/12/2019,,0,1,0,0,0,3,0,0,3
27/12/2019,,0,0,0,10,0,0,0,60,60
03/01/2020,,0,0,2,0,0,0,8,0,8
03/01/2020,,7,0,4,7,14,0,16,42,72
03/01/2020,,0,1,1,2,0,3,4,12,19
03/01/2020,,0,6,0,6,0,18,0,36,54
03/01/2020,,0,1,0,0,0,3,0,0,3
03/01/2020,,0,0,0,2,0,0,0,12,12
10/01/2020,,1,1,0,2,2,3,0,12,17
10/01/2020,,0,1,0,4,0,3,0,24,27
10/01/2020,,0,2,2,0,0,6,8,0,14
17/01/2020,19:20,0,2,1,2,0,6,4,12,22
17/01/2020,19:30,5,0,0,5,10,0,0,30,40
17/01/2020,20:00,0,0,1,2,0,0,4,12,16
17/01/2020,20:30,1,0,0,5,2,0,0,30,32
17/01/2020,20:40,1,0,0,1,2,0,0,6,8
17/01/2020,,1,0,1,2,2,0,4,12,18
17/01/2020,,0,1,0,0,0,3,0,0,3
17/01/2020,,0,1,0,2,0,3,0,12,15
24/01/2020,,0,0,1,1,0,0,4,6,10
24/01/2020,,0,1,0,1,0,3,0,6,9
31/01/2020,20:00,0,5,0,5,0,15,0,30,45
31/01/2020,20:15,0,0,2,0,0,0,8,0,8
31/01/2020,20:20,0,0,1,2,0,0,4,12,16
31/01/2020,,0,0,2,0,0,0,8,0,8
31/01/2020,,0,2,0,2,0,6,0,12,18
31/01/2020,,0,0,1,0,0,0,4,0,4
07/02/2020,19:25,0,0,1,2,0,0,4,12,16
07/02/2020,20:00,0,0,5,5,0,0,20,30,50
07/02/2020,20:20,0,1,0,2,0,3,0,12,15
07/02/2020,20:35,0,1,0,2,0,3,0,12,15
07/02/2020,,0,0,1,1,0,0,4,6,10
07/02/2020,,0,1,1,2,0,3,4,12,19
07/02/2020,,0,1,0,1,0,3,0,6,9
14/02/2020,19:30,0,0,2,3,0,0,8,18,26
14/02/2020,19:45,0,0,1,2,0,0,4,12,16
14/02/2020,20:00,0,0,0,1,0,0,0,6,6
14/02/2020,20:30,0,5,0,5,0,15,0,30,45
14/02/2020,20:45,0,0,3,7,0,0,12,42,54
14/02/2020,21:00,0,0,3,3,0,0,12,18,30
14/02/2020,21:10,0,1,0,1,0,3,0,6,9
14/02/2020,,0,4,1,4,0,12,4,24,40
14/02/2020,,0,0,1,0,0,0,4,0,4
21/02/2020,19:20,6,0,0,6,12,0,0,36,48
21/02/2020,19:30,1,3,1,4,2,9,4,24,39
21/02/2020,20:00,0,3,0,3,0,9,0,18,27
21/02/2020,20:35,0,0,1,3,0,0,4,18,22
21/02/2020,20:35,0,2,0,2,0,6,0,12,18
21/02/2020,21:00,0,0,1,2,0,0,4,12,16
21/02/2020,21:15,0,0,1,3,0,0,4,18,22
21/02/2020,21:25,0,0,1,1,0,0,4,6,10
21/02/2020,,0,0,1,0,0,0,4,0,4
21/02/2020,,0,0,1,0,0,0,4,0,4
21/02/2020,,0,1,0,0,0,3,0,0,3
28/02/2020,19:25,1,1,0,2,2,3,0,12,17
28/02/2020,20:30,0,0,2,5,0,0,8,30,38
28/02/2020,,0,0,0,3,0,0,0,18,18
28/02/2020,,0,0,0,1,0,0,0,6,6
28/02/2020,,1,1,0,0,2,3,0,0,5
28/02/2020,,0,0,0,1,0,0,0,6,6
28/02/2020,,1,1,0,2,2,3,0,12,17
06/03/2020,19:20,0,0,1,1,0,0,4,6,10
06/03/2020,19:20,0,1,0,1,0,3,0,6,9
06/03/2020,20:25,0,0,2,4,0,0,8,24,32
06/03/2020,20:40,1,0,1,6,2,0,4,36,42
06/03/2020,,0,2,0,0,0,6,0,0,6
06/03/2020,,1,0,0,1,2,0,0,6,8
06/03/2020,,0,1,0,2,0,3,0,12,15
06/03/2020,,0,0,0,1,0,0,0,6,6
13/03/2020,20:00,0,1,0,2,0,3,0,12,15
13/03/2020,20:00,0,1,0,2,0,3,0,12,15
13/03/2020,20:15,0,2,0,3,0,6,0,18,24
13/03/2020,21:40,0,1,0,2,0,3,0,12,15
13/03/2020,,0,2,0,2,0,6,0,12,18
13/03/2020,,1,0,0,0,2,0,0,0,2
15/05/2020,18:45,0,5,0,3,0,15,0,18,33
15/05/2020,19:00,0,0,2,0,0,0,8,0,8
15/05/2020,19:30,0,2,0,6,0,6,0,36,42
15/05/2020,20:00,0,0,5,5,0,0,20,30,50
15/05/2020,20:15,0,3,0,2,0,9,0,12,21
15/05/2020,20:20,0,2,0,0,0,6,0,0,6
15/05/2020,,1,0,1,2,2,0,4,12,18
15/05/2020,,0,0,2,1,0,0,8,6,14
15/05/2020,,0,1,0,1,0,3,0,6,9
22/05/2020,18:45,0,0,1,3,0,0,4,18,22
22/05/2020,18:50,3,1,0,0,6,3,0,0,9
22/05/2020,19:20,1,1,0,1,2,3,0,6,11
22/05/2020,20:00,0,2,0,3,0,6,0,18,24
22/05/2020,20:15,0,0,2,4,0,0,8,24,32
22/05/2020,20:30,0,3,0,3,0,9,0,18,27
22/05/2020,20:45,0,2,0,3,0,6,0,18,24
22/05/2020,20:45,0,0,4,0,0,0,16,0,16
22/05/2020,21:00,0,2,3,5,0,6,12,30,48
22/05/2020,21:05,0,0,1,2,0,0,4,12,16
29/05/2020,19:20,1,0,3,4,2,0,12,24,38
29/05/2020,19:50,1,0,1,2,2,0,4,12,18
29/05/2020,20:30,0,0,2,0,0,0,8,0,8
29/05/2020,,0,0,1,1,0,0,4,6,10
05/06/2020,19:15,0,2,0,5,0,6,0,30,36
05/06/2020,20:30,4,0,0,4,8,0,0,24,32
05/06/2020,21:30,1,0,0,1,2,0,0,6,8
05/06/2020,,0,1,0,11,0,3,0,66,69
05/06/2020,,0,0,2,0,0,0,8,0,8
12/06/2020,19:30,0,0,3,0,0,0,12,0,12
12/06/2020,20:00,0,0,1,2,0,0,4,12,16
12/06/2020,20:15,0,0,2,1,0,0,8,6,14
12/06/2020,20:40,1,2,0,5,2,6,0,30,38
12/06/2020,21:30,0,0,2,0,0,0,8,0,8
12/06/2020,21:30,1,0,0,1,2,0,0,6,8
12/06/2020,,0,0,1,0,0,0,4,0,4
12/06/2020,,0,0,2,0,0,0,8,0,8
19/06/2020,18:55,0,0,1,3,0,0,4,18,22
19/06/2020,19:35,0,1,0,3,0,3,0,18,21
19/06/2020,20:05,0,1,1,0,0,3,4,0,7
19/06/2020,20:15,0,2,0,2,0,6,0,12,18
19/06/2020,21:00,0,1,0,2,0,3,0,12,15
19/06/2020,,0,2,0,0,0,6,0,0,6
19/06/2020,,0,0,2,2,0,0,8,12,20
23/11/2019,19:30,0,1,0,1,0,3,0,6,9
23/11/2019,19:40,0,2,0,2,0,6,0,12,18
23/11/2019,19:50,0,0,3,3,0,0,12,18,30
23/11/2019,,0,0,1,0,0,0,4,0,4
23/11/2019,,0,0,1,2,0,0,4,12,16
23/11/2019,,0,1,0,2,0,3,0,12,15
23/11/2019,,0,0,1,2,0,0,4,12,16
23/11/2019,,0,1,0,2,0,3,0,12,15
23/11/2019,,0,1,0,1,0,3,0,6,9
23/11/2019,,0,0,3,1,0,0,12,6,18
23/11/2019,,0,0,2,2,0,0,8,12,20
30/11/2019,19:00,1,0,1,2,2,0,4,12,18
30/11/2019,,0,0,2,5,0,0,8,30,38
30/11/2019,,0,1,1,1,0,3,4,6,13
30/11/2019,,1,2,2,7,2,6,8,42,58
30/11/2019,,0,3,0,4,0,9,0,24,33
30/11/2019,,0,1,0,6,0,3,0,36,39
07/12/2019,19:00,0,0,2,0,0,0,8,0,8
07/12/2019,19:15,0,2,0,2,0,6,0,12,18
07/12/2019,19:30,0,2,0,2,0,6,0,12,18
07/12/2019,22:38,0,3,1,5,0,9,4,30,43
07/12/2019,,0,0,2,5,0,0,8,30,38
07/12/2019,,0,0,1,0,0,0,4,0,4
07/12/2019,,0,0,3,0,0,0,12,0,12
07/12/2019,,0,1,0,0,0,3,0,0,3
07/12/2019,,0,0,1,2,0,0,4,12,16
14/12/2019,,0,4,1,0,0,12,4,0,16
14/12/2019,,0,4,0,2,0,12,0,12,24
14/12/2019,,0,0,3,3,0,0,12,18,30
14/12/2019,,0,2,0,2,0,6,0,12,18
28/12/2019,18:50,0,5,0,5,0,15,0,30,45
28/12/2019,20:20,0,0,2,2,0,0,8,12,20
28/12/2019,,0,0,1,0,0,0,4,0,4
28/12/2019,,0,0,1,1,0,0,4,6,10
28/12/2019,,1,0,1,2,2,0,4,12,18
28/12/2019,,0,2,0,2,0,6,0,12,18
28/12/2019,,0,2,0,3,0,6,0,18,24
28/12/2019,,0,1,0,2,0,3,0,12,15
04/01/2020,19:35,0,3,1,0,0,9,4,0,13
04/01/2020,20:15,1,0,1,4,2,0,4,24,30
04/01/2020,,0,0,1,1,0,0,4,6,10
04/01/2020,,2,0,0,0,4,0,0,0,4
04/01/2020,,0,0,1,2,0,0,4,12,16
11/01/2020,19:45,0,0,1,4,0,0,4,24,28
11/01/2020,,1,0,0,0,2,0,0,0,2
11/01/2020,,0,0,2,0,0,0,8,0,8
11/01/2020,,0,0,1,10,0,0,4,60,64
18/01/2020,,0,0,1,3,0,0,4,18,22
18/01/2020,,1,0,1,4,2,0,4,24,30
25/01/2020,18:45,1,1,0,0,2,3,0,0,5
25/01/2020,19:25,3,0,0,3,6,0,0,18,24
25/01/2020,19:30,1,3,0,5,2,9,0,30,41
25/01/2020,20:15,0,1,0,1,0,3,0,6,9
25/01/2020,,1,1,0,2,2,3,0,12,17
01/02/2020,18:30,0,0,1,0,0,0,4,0,4
01/02/2020,19:00,1,1,1,0,2,3,4,0,9
01/02/2020,20:30,0,0,1,2,0,0,4,12,16
01/02/2020,20:45,0,5,0,5,0,15,0,30,45
01/02/2020,21:00,1,0,2,0,2,0,8,0,10
01/02/2020,21:20,0,0,0,2,0,0,0,12,12
01/02/2020,,0,1,2,4,0,3,8,24,35
01/02/2020,,0,0,1,1,0,0,4,6,10
01/02/2020,,0,2,0,4,0,6,0,24,30
01/02/2020,,0,3,2,5,0,9,8,30,47
08/02/2020,18:45,0,2,0,2,0,6,0,12,18
08/02/2020,19:45,1,0,1,2,2,0,4,12,18
08/02/2020,19:45,0,0,3,0,0,0,12,0,12
08/02/2020,20:00,0,2,0,2,0,6,0,12,18
08/02/2020,20:15,0,3,3,6,0,9,12,36,57
08/02/2020,20:30,2,1,1,4,4,3,4,24,35
08/02/2020,20:45,0,0,0,4,0,0,0,24,24
08/02/2020,20:45,0,0,0,2,0,0,0,12,12
08/02/2020,21:00,0,0,5,0,0,0,20,0,20
08/02/2020,21:00,0,0,0,4,0,0,0,24,24
08/02/2020,,0,0,0,0,0,0,0,0,0
15/02/2020,19:00,0,0,1,0,0,0,4,0,4
15/02/2020,19:30,1,1,1,3,2,3,4,18,27
15/02/2020,,0,0,3,5,0,0,12,30,42
15/02/2020,,0,4,0,0,0,12,0,0,12
15/02/2020,,0,0,1,0,0,0,4,0,4
22/02/2020,19:30,0,2,0,3,0,6,0,18,24
22/02/2020,20:45,0,0,2,5,0,0,8,30,38
22/02/2020,,0,2,0,2,0,6,0,12,18
22/02/2020,,1,0,0,1,2,0,0,6,8
22/02/2020,,0,0,3,3,0,0,12,18,30
29/02/2020,19:00,0,0,2,1,0,0,8,6,14
29/02/2020,19:00,0,1,0,1,0,3,0,6,9
29/02/2020,19:15,0,1,0,1,0,3,0,6,9
29/02/2020,20:05,0,0,1,2,0,0,4,12,16
29/02/2020,,0,2,0,3,0,6,0,18,24
07/03/2020,19:00,0,0,1,1,0,0,4,6,10
07/03/2020,19:18,0,1,0,1,0,3,0,6,9
07/03/2020,19:30,0,1,5,6,0,3,20,36,59
07/03/2020,19:45,0,1,1,1,0,3,4,6,13
07/03/2020,20:15,1,1,0,2,2,3,0,12,17
07/03/2020,,0,2,0,2,0,6,0,12,18
14/03/2020,19:05,0,0,2,1,0,0,8,6,14
14/03/2020,19:20,0,0,2,3,0,0,8,18,26
14/03/2020,19:40,0,0,1,3,0,0,4,18,22
14/03/2020,20:00,0,0,1,2,0,0,4,12,16
14/03/2020,20:00,0,2,0,4,0,6,0,24,30
14/03/2020,20:15,0,2,0,3,0,6,0,18,24
14/03/2020,20:45,0,0,4,9,0,0,16,54,70
14/03/2020,,0,0,0,1,0,0,0,6,6
16/05/2020,19:00,0,2,0,5,0,6,0,30,36
16/05/2020,20:05,0,2,0,2,0,6,0,12,18
16/05/2020,21:00,0,2,0,4,0,6,0,24,30
16/05/2020,21:28,0,3,0,3,0,9,0,18,27
23/05/2020,19:20,0,0,3,3,0,0,12,18,30
23/05/2020,19:30,0,0,2,2,0,0,8,12,20
23/05/2020,19:35,0,1,0,3,0,3,0,18,21
23/05/2020,,0,0,1,0,0,0,4,0,4
23/05/2020,,0,1,1,0,0,3,4,0,7
23/05/2020,,0,0,2,0,0,0,8,0,8
23/05/2020,,0,1,0,1,0,3,0,6,9
30/05/2020,19:00,0,0,4,0,0,0,16,0,16
30/05/2020,19:15,0,0,2,2,0,0,8,12,20
30/05/2020,19:30,0,0,5,0,0,0,20,0,20
30/05/2020,19:45,0,1,1,5,0,3,4,30,37
30/05/2020,20:25,0,4,0,0,0,12,0,0,12
30/05/2020,,1,0,0,1,2,0,0,6,8
30/05/2020,,0,2,0,4,0,6,0,24,30
30/05/2020,,0,1,0,1,0,3,0,6,9
30/05/2020,,0,0,2,0,0,0,8,0,8
06/06/2020,18:45,0,1,1,2,0,3,4,12,19
06/06/2020,18:45,0,0,1,1,0,0,4,6,10
06/06/2020,19:45,1,0,2,0,2,0,8,0,10
06/06/2020,19:50,0,0,1,2,0,0,4,12,16
06/06/2020,21:00,0,1,0,0,0,3,0,0,3
06/06/2020,21:45,0,0,1,3,0,0,4,18,22
06/06/2020,21:45,0,0,6,7,0,0,24,42,66
06/06/2020,,0,0,2,1,0,0,8,6,14
06/06/2020,,0,0,1,1,0,0,4,6,10
06/06/2020,,0,1,0,0,0,3,0,0,3
06/06/2020,,0,1,0,0,0,3,0,0,3
13/06/2020,19:45,0,0,1,1,0,0,4,6,10
13/06/2020,20:15,1,0,0,1,2,0,0,6,8
13/06/2020,20:30,3,0,0,3,6,0,0,18,24
13/06/2020,20:45,0,1,0,3,0,3,0,18,21
13/06/2020,21:00,0,2,0,2,0,6,0,12,18
13/06/2020,22:00,0,0,1,2,0,0,4,12,16
13/06/2020,,0,4,0,9,0,12,0,54,66
13/06/2020,,0,1,0,2,0,3,0,12,15
13/06/2020,,1,0,0,0,2,0,0,0,2
20/06/2020,19:00,2,0,0,2,4,0,0,12,16
20/06/2020,19:30,1,0,1,2,2,0,4,12,18
20/06/2020,19:35,0,0,1,0,0,0,4,0,4
20/06/2020,20:00,0,0,1,3,0,0,4,18,22
20/06/2020,20:56,0,0,4,0,0,0,16,0,16
20/06/2020,,0,4,0,0,0,12,0,0,12
20/06/2020,,0,0,1,0,0,0,4,0,4
20/06/2020,,0,0,0,8,0,0,0,48,48
20/06/2020,,0,0,1,0,0,0,4,0,4
20/06/2020,,0,0,2,0,0,0,8,0,8